,Lam1,Lam2,Lam3,Lam4,Lam5,Lam6,Lam7,Lam8,Lam9,Lam10,Lam11,MS2,Mn2,vX,Yc,muC,g1p,epsilon,ZL11,ZL12,ZL21,ZL22,ZR11,ZR12,ZR21,ZR22,ZN11,ZN12,ZN21,ZN22,mXi_1,mXi_2,mns_1,mns_2,YnL11,YnL12,YnL13,YnL21,YnL22,YnL23,YnR11,YnR12,YnR13,YnR21,YnR22,YnR23,Omega1,Omega2,SIN1,SIN2,sv,MZp,mh1,mh2,theta,thetaf,T,S,U,g2mu,mChi,TWpSPheno,MZpSPheno
0,0.25814673344507605,0.097831530824487,0.5739099810024043,0.0006713297746539691,46966.67183528243,0.13717878977360312,0.002363845248112799,0.00026241317753957497,0.7636192120505079,0.0018460534676255195,0.003548137877886443,2464375.156645786,6899663.932124322,11.631688598465825,0.07176307041622987,1707.0813006927601,0.049400344074181646,0.0001273545339922199,-0.9999972501986155,-0.0023451215762724897,0.0023451215762724897,-0.9999972501986155,-0.9999972501986155,-0.0023451215762724897,0.0023451215762724897,-0.9999972501986155,-0.04728546935743464,0.998881416579389,0.998881416579389,0.04728546935743464,28.451324637174576,85.91648960219776,1574.0310404709442,2631.9250695817977,0.0,0.7077796063784529,0.12197789145402864,0.0,0.0005773062380823887,0.000582046631612273,-4.0515106491972644e-10,-5.8249404290112185e-09,-7.729016052801853e-09,4.974689692977798e-07,2.690321751474793e-06,2.783804901290443e-06,0.0125,1.12e-05,1.781e-09,2.154e-07,2.154e-07,5.1714846864743,125.1,2520.795766145709,6.19797284148449e-05,0.002345123725814373,8.55424532e-08,-7.98971538e-06,1.32598527e-06,-8.31514887e-13,0.5902401943810134,6.04094269e-05,5.17148496
