0.0210555908482  3.4568897129
0.0237404047791  3.45844958062
0.0286676475005  3.46090080133
0.0346175231998  3.46335202203
0.0418022759792  3.46580324274
0.0496201476216  3.4680316252
0.0599186456245  3.47048284591
0.0699156339075  3.47248839013
0.0858863305735  3.47516244908
0.0968377599806  3.4767223168
0.114948380992  3.47895069927
0.134126678598  3.71137099003
0.153844391819  3.94356844254
0.173461203778  4.17554305681
0.195579369909  4.63793241762
0.22051783973  5.10032177843
0.240255197279  5.56226546275
0.295136239812  6.48659850788
0.350332689906  7.18007112997
0.415851993285  8.10395849861
0.502160703106  8.79765395894
0.606382501023  9.49134941928
0.732235189399  9.95463013308
0.797773595549  9.95574432431
0.946973404019  10.4188021999
1.08618620049  10.4205849058
1.42901661763  10.8849798109
1.84809573534  10.8883223845
2.08374778669  10.8898822523
2.55973437181  10.8925563112
2.93603615453  10.8943390172
3.48513433772  10.8965673997
3.99747744595  10.8983501056
4.99553013428  10.9012470028
6.13664968082  10.9039210618
7.4102910848  10.9063722825
8.79616549419  10.9086006649
11.3757641  10.9119432386
13.7367664243  10.9143944593
16.3058197634  10.9166228418
19.3553380719  10.9188512243
22.5846348276  10.9208567685
25.9047599316  11.153054221
30.7494743241  11.6161120966
37.1314263153  12.0793928103
44.837931396  12.7730882707
55.0801756758  13.6974213158
66.5118844954  14.3911167762
84.5552594232  15.3158954978
102.104424672  16.0095909581
121.200018573  16.9334783268
143.866875008  17.8573656954
162.211446433  19.0109992958
179.786207463  21.0860690442
186.057849068  22.0081737069
195.877897203  23.852160194
202.710879483  26.3871680824
213.409866943  28.4615693161
224.673542066  30.7663852962
236.531708807  33.5320307695
244.782854025  35.6062091649
253.321831254  36.9891433206
271.303794799  40.2158411252
285.623084942  41.8294128658
295.586728139  43.4427617681
311.187660393  45.2867482552
344.903214302  47.8226474966
363.107048128  49.6666339837
395.606793484  51.5110661473
423.688806406  53.3552754726
469.593270533  55.1999304745
520.471243034  57.2750002228
576.861577504  59.3500699712
607.308067598  60.7332269652
650.417623053  62.1166067975
708.632981949  63.7306242145
758.935051792  65.1140040467
870.504680305  67.4199342181
948.418839744  69.0339516352
1087.84412703  71.1094670601
1269.34297231  73.4156200697
1455.94671862  75.0303060015
1669.98273415  76.8754066798
2086.92836545  78.4912068028
2520.06346548  80.1065612493
3149.24928342  80.8007023862
3612.21455537  81.4937293318
4214.88616467  81.9565643691
4918.10912912  82.4193994064
5837.89507365  82.4216277888
7549.93948698  82.4249703625
10279.4077556  83.1202256906
12627.5135224  83.5837292426
15780.2327031  84.0474556329
19720.0932488  84.7415967697
23010.246741  85.8956760467
25944.3002876  86.8188949006
29758.3235538  87.9727513393
34133.0392772  89.1266077779
39150.8738115  90.7412937097
44143.0306298  91.8949273102
49771.7410489  93.2789756571
55164.2486321  94.6628011659
62198.2826938  96.507679006
71341.9363937  98.1223649377
81829.7815948  99.506636123
90695.6100446  100.660046885
107657.524707  102.50559324
125619.396206  103.42925777
154314.398454  104.584005562
206531.006128  105.048623305
262558.833427  105.051743041
306364.856643  105.053748585
396210.637467  105.287505905
521265.676885  105.291071317
685791.546727  105.294636729
857013.550128  105.297533626
1089504.58418  105.300653362
1458169.03806  105.304441612
1760807.2132  105.306892833
2200429.04885  105.30978973
2611953.81537  105.312018112
