6.58504786204  5623413.2519e-7
6.50296269797  3271190.84691e-7
6.58504786204  1839525.7958e-7
6.66816916525  1034441.37373e-7
6.7523396865  543618.362015e-7
6.7523396865  266974.995729e-7
6.92388152632  150131.072891e-7
7.01127983652  81614.0079325e-7
7.01127983652  42889.6933517e-7
7.28014987816  24118.6469964e-7
7.46510063037  13111.3393742e-7
7.65475001947  7127.56483444e-7
7.94829599174  3874.67512046e-7
8.25309892703  2178.88994192e-7
8.67776216558  1145.04756994e-7
9.23944976138  666.084629081e-7
9.83749384509  374.566913006e-7
10.7403438399  210.634454232e-7
11.579884385  122.527985738e-7
12.8022294842  66.6084629081e-7
14.332259579  40.0812425438e-7
16.2476814534  24.1186469964e-7
18.6515873907  15.5301793281e-7
22.2322400082  10.3444137373e-7
26.8347972326  7.62698585902e-7
33.6322895273  6.43907567885e-7
42.1516469472  5.6234132519e-7
52.8290332098  5.6234132519e-7
65.3857492956  6.224688844e-7
80.9270196934  7.12756483444e-7
101.426552  7.88966972946e-7
125.534212875  9.34519214561e-7
155.371924724  11.0692360052e-7
194.729012164  13.5629119138e-7
238.009027384  15.5301793281e-7
266.454149007  17.7827941004e-7
298.298826323  19.6841944729e-7
364.598026426  23.3156248472e-7
408.172151824  25.8086154042e-7
445.632731823  28.5681654876e-7
498.891540512  31.6227766017e-7
609.774008546  38.7467512046e-7
745.300954826  49.1107391478e-7
934.092301143  58.1709132937e-7
1141.7014733  73.7304795872e-7
1343.91657786  87.3326162383e-7
1663.34659362  96.6705340091e-7
2007.69551565  131.113393742e-7
2484.8964229  145.132509877e-7
2679.13334197  177.827941004e-7
2816.98815888  203.621451714e-7
3114.34273999  177.827941004e-7
3712.22104655  225.393390473e-7
4315.24944445  249.493263316e-7
4594.56363162  316.227766017e-7
4953.7069247  305.699070094e-7
5831.09421651  362.095835025e-7
6778.32105438  428.896933517e-7
8079.59437323  443.668733098e-7
8711.15209286  581.709132937e-7
9045.20919521  689.02549873e-7
9510.6304708  562.34132519e-7
9875.34613903  622.4688844e-7
