5.051721107064191, 2.291172299549791e-45
5.19466832775251, 2.0406257394520238e-45
5.347340477561085, 1.5001130254534933e-45
5.50445570173326, 1.0918768447347182e-45
5.666232553013635, 8.02664910723636e-46
5.832857269684061, 6.018895384979151e-46
6.0042379179402, 4.380931563308483e-46
6.1807528389042865, 3.2526552769503517e-46
6.362558696862519, 2.4633805217332392e-46
6.5497123451060855, 1.865627642085802e-46
6.742371088032415, 1.412922797841113e-46
6.940696857122677, 1.0700692826502111e-46
7.144913440200371, 8.184955260357377e-47
7.355432573411652, 6.5792359356843505e-47
7.572275499423076, 5.394565952433361e-47
7.795448803715378, 4.379520923995532e-47
8.025263693770965, 3.590935892177931e-47
8.26178765760355, 2.9152630656829156e-47
8.505350519730213, 2.3903351438154085e-47
8.755953838308903, 1.921400713414882e-47
9.014085040161417, 1.575429574329583e-47
9.279900270654931, 1.3046408954124572e-47
9.553783116949807, 1.113052949570147e-47
9.835749219670593, 9.495999036234068e-48
10.126037144449755, 8.101501166766723e-48
10.424559291364682, 6.642729153517269e-48
10.731967821291063, 5.5009606598982e-48
11.04861805563778, 4.64678339147007e-48
11.37433848657851, 3.810074561393554e-48
11.709848507207482, 3.1866650434864e-48
12.055255101081155, 2.6652586283413397e-48
12.411147708856145, 2.2965459676843733e-48
12.77775110704423, 2.01851891190673e-48
13.15528844308024, 1.7918491727098108e-48
13.543980671624892, 1.590633329616849e-48
13.944045956132664, 1.398066271226538e-48
14.356043178471728, 1.2410703098760546e-48
14.780567781277753, 1.135005214869448e-48
15.217402862164722, 1.0176007827779607e-48
15.667398855175344, 9.306339744954223e-49
16.130572847690804, 8.426930775250873e-49
16.607705028611363, 7.783623934437225e-49
17.09895047880139, 7.189426751988524e-49
17.60472665987306, 6.640590226041725e-49
18.125463381689976, 6.1336515512872074e-49
18.66175228885224, 5.721929025758702e-49
19.21390869611029, 5.337843452967189e-49
19.782560161980456, 5.029214356518176e-49
20.368041336721976, 4.7384299046367e-49
20.971017883416646, 4.50899467148238e-49
21.59184497891242, 4.290668714453765e-49
22.231228715770627, 4.1236442651360836e-49
22.889363157772515, 3.923977011962016e-49
23.566981045754243, 3.733977666450811e-49
24.264659168655903, 3.5531781075807195e-49
24.983191024919137, 3.414862228112587e-49
25.723205794432822, 3.3146703521477062e-49
26.48492854026024, 3.185638952363355e-49
27.269425535450246, 3.092172475105064e-49
28.077384088010618, 3.0313900069340338e-49
28.909050422936026, 2.9424491855224425e-49
29.765351135853354, 2.8561178830757924e-49
30.647505700124935, 2.827907376875789e-49
31.555552490948163, 2.7723195364466768e-49
